fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time
Jalin Turner,Brok Weaver,"September 12, 2020","Las Vegas, Nevada, USA",Herb Dean,2,0,66,56,1,1,1,0,win,Jalin Turner,Catch Weight,SUB Rear Naked Choke,2,4:20
Bryan Barberena,Anthony Ivy,"September 12, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,63,36,0,5,2,0,win,Bryan Barberena,Welterweight,U-DEC,3,5:00
Sabina Mazo,Justine Kish,"September 12, 2020","Las Vegas, Nevada, USA",Marc Goddard,1,0,131,93,0,1,1,0,win,Sabina Mazo,Women's Flyweight,SUB Rear Naked Choke,3,3:57
Alistair Overeem,Augusto Sakai,"September 05, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,92,99,3,0,0,0,win,Alistair Overeem,Heavyweight,KO/TKO Elbows,5,0:26
Ovince Saint Preux,Alonzo Menifield,"September 05, 2020","Las Vegas, Nevada, USA",Jason Herzog,1,0,33,19,0,0,0,0,win,Ovince Saint Preux,Light Heavyweight,KO/TKO Punch,2,4:07
Michel Pereira,Zelim Imadaev,"September 05, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,88,23,1,0,1,0,win,Michel Pereira,Welterweight,SUB Rear Naked Choke,3,4:39
Andre Muniz,Bartosz Fabinski,"September 05, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,4,5,0,1,2,0,win,Andre Muniz,Middleweight,SUB Armbar,1,2:42
Brian Kelleher,Ray Rodriguez,"September 05, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,1,1,0,1,1,0,win,Brian Kelleher,Featherweight,SUB Guillotine Choke,1,0:39
Viviane Araujo,Montana De La Rosa,"September 05, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,82,85,0,1,0,0,win,Viviane Araujo,Women's Flyweight,U-DEC,3,5:00
Hunter Azure,Cole Smith,"September 05, 2020","Las Vegas, Nevada, USA",Mark Smith,1,0,42,31,5,2,0,3,win,Hunter Azure,Bantamweight,U-DEC,3,5:00
Aleksandar Rakic,Anthony Smith,"August 29, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,44,9,0,0,0,0,win,Aleksandar Rakic,Light Heavyweight,U-DEC,3,5:00
Neil Magny,Robbie Lawler,"August 29, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,62,26,4,0,0,0,win,Neil Magny,Welterweight,U-DEC,3,5:00
Alexa Grasso,Ji Yeon Kim,"August 29, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,88,68,1,0,0,0,win,Alexa Grasso,Women's Flyweight,U-DEC,3,5:00
Ricardo Lamas,Bill Algeo,"August 29, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,104,89,5,1,0,0,win,Ricardo Lamas,Featherweight,U-DEC,3,5:00
Impa Kasanganay,Maki Pitolo,"August 29, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,85,71,0,0,0,0,win,Impa Kasanganay,Middleweight,U-DEC,3,5:00
Zak Cummings,Alessio Di Chirico,"August 29, 2020","Las Vegas, Nevada, USA",Mark Smith,1,0,54,53,0,0,0,0,win,Zak Cummings,Middleweight,U-DEC,3,5:00
Alex Caceres,Austin Springer,"August 29, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,18,14,0,0,1,0,win,Alex Caceres,Featherweight,SUB Rear Naked Choke,1,3:38
Sean Brady,Christian Aguilera,"August 29, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,34,16,2,0,2,0,win,Sean Brady,Welterweight,SUB Guillotine Choke,2,1:47
Polyana Viana,Emily Whitmire,"August 29, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,9,2,0,0,1,0,win,Polyana Viana,Women's Strawweight,SUB Armbar,1,1:53
Mallory Martin,Hannah Cifers,"August 29, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,1,22,49,1,0,1,0,win,Mallory Martin,Women's Strawweight,SUB Rear Naked Choke,2,1:33
Frankie Edgar,Pedro Munhoz,"August 22, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,135,166,2,0,0,0,win,Frankie Edgar,Bantamweight,S-DEC,5,5:00
Mike Rodriguez,Marcin Prachnio,"August 22, 2020","Las Vegas, Nevada, USA",Jason Herzog,1,0,21,14,0,0,0,0,win,Mike Rodriguez,Light Heavyweight,KO/TKO Elbow,1,2:17
Joe Solecki,Austin Hubbard,"August 22, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,13,9,0,0,1,0,win,Joe Solecki,Lightweight,SUB Rear Naked Choke,1,3:51
Shana Dobson,Mariya Agapova,"August 22, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,24,22,2,2,0,0,win,Shana Dobson,Women's Flyweight,KO/TKO Punches,2,1:38
Daniel Rodriguez,Dwight Grant,"August 22, 2020","Las Vegas, Nevada, USA",Chris Tognoni,3,1,15,30,0,0,0,0,win,Daniel Rodriguez,Welterweight,KO/TKO Punches,1,2:24
Amanda Lemos,Mizuki,"August 22, 2020","Las Vegas, Nevada, USA",Jason Herzog,1,0,83,57,2,0,0,0,win,Amanda Lemos,Women's Strawweight,U-DEC,3,5:00
Jordan Wright,Ike Villanueva,"August 22, 2020","Las Vegas, Nevada, USA",Jason Herzog,1,0,15,7,0,0,0,0,win,Jordan Wright,Light Heavyweight,KO/TKO,1,1:31
Matthew Semelsberger,Carlton Minus,"August 22, 2020","Las Vegas, Nevada, USA",Mark Smith,1,0,118,77,2,0,1,0,win,Matthew Semelsberger,Welterweight,U-DEC,3,5:00
Timur Valiev,Trevin Jones,"August 22, 2020","Las Vegas, Nevada, USA",Chris Tognoni,1,1,66,26,0,1,0,0,"nc


nc",Trevin Jones,Catch Weight,Overturned Punch,2,1:59
Stipe Miocic,Daniel Cormier,"August 15, 2020","Las Vegas, Nevada, USA",Marc Goddard,1,0,115,105,0,1,0,0,win,Stipe Miocic,Heavyweight,U-DEC,5,5:00
Marlon Vera,Sean O'Malley,"August 15, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,18,10,0,0,0,0,win,Marlon Vera,Bantamweight,KO/TKO Elbows,1,4:40
Jairzinho Rozenstruik,Junior Dos Santos,"August 15, 2020","Las Vegas, Nevada, USA",Dan Miragliotta,1,0,42,24,0,0,0,0,win,Jairzinho Rozenstruik,Heavyweight,KO/TKO Punch,2,3:47
Daniel Pineda,Herbert Burns,"August 15, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,57,10,1,3,0,0,win,Daniel Pineda,Featherweight,KO/TKO Elbows,2,4:37
Merab Dvalishvili,John Dodson,"August 15, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,50,27,2,0,0,0,win,Merab Dvalishvili,Bantamweight,U-DEC,3,5:00
Vinc Pichel,Jim Miller,"August 15, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,41,14,3,2,0,2,win,Vinc Pichel,Lightweight,U-DEC,3,5:00
Virna Jandiroba,Felice Herrig,"August 15, 2020","Las Vegas, Nevada, USA",Marc Goddard,0,0,4,1,1,0,2,0,win,Virna Jandiroba,Women's Strawweight,SUB Armbar,1,1:44
Danny Chavez,TJ Brown,"August 15, 2020","Las Vegas, Nevada, USA",Dan Miragliotta,0,0,49,43,4,0,0,0,win,Danny Chavez,Featherweight,U-DEC,3,5:00
Livinha Souza,Ashley Yoder,"August 15, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,46,32,1,0,0,0,win,Livinha Souza,Women's Strawweight,U-DEC,3,5:00
Chris Daukaus,Parker Porter,"August 15, 2020","Las Vegas, Nevada, USA",Herb Dean,2,0,37,17,0,0,0,0,win,Chris Daukaus,Heavyweight,KO/TKO Knee,1,4:28
Kai Kamaka,Tony Kelley,"August 15, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,114,114,5,0,0,0,win,Kai Kamaka,Featherweight,U-DEC,3,5:00
Derrick Lewis,Aleksei Oleinik,"August 08, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,35,2,1,1,0,2,win,Derrick Lewis,Heavyweight,KO/TKO Punches,2,0:21
Chris Weidman,Omari Akhmedov,"August 08, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,29,33,5,4,0,0,win,Chris Weidman,Middleweight,U-DEC,3,5:00
Darren Stewart,Maki Pitolo,"August 08, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,13,12,0,1,1,0,win,Darren Stewart,Middleweight,SUB Guillotine Choke,1,3:41
Yana Santos,Julija Stoliarenko,"August 08, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,43,6,1,0,0,0,win,Yana Santos,Women's Bantamweight,U-DEC,3,5:00
Beneil Dariush,Scott Holtzman,"August 08, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,36,9,0,0,0,0,win,Beneil Dariush,Lightweight,KO/TKO Spinning Back Fist,1,4:38
Tim Means,Laureano Staropoli,"August 08, 2020","Las Vegas, Nevada, USA",Jason Herzog,1,0,85,71,2,0,0,0,win,Tim Means,Welterweight,U-DEC,3,5:00
Kevin Holland,Joaquin Buckley,"August 08, 2020","Las Vegas, Nevada, USA",Mark Smith,2,0,79,40,0,0,0,0,win,Kevin Holland,Middleweight,KO/TKO Punch,3,0:32
Nasrat Haqparast,Alexander Munoz,"August 08, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,104,37,0,1,0,0,win,Nasrat Haqparast,Lightweight,U-DEC,3,5:00
Andrew Sanchez,Wellington Turman,"August 08, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,28,21,0,0,0,0,win,Andrew Sanchez,Middleweight,KO/TKO Punch,1,4:14
Gavin Tucker,Justin Jaynes,"August 08, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,1,87,41,1,0,4,1,win,Gavin Tucker,Featherweight,SUB Rear Naked Choke,3,1:43
Youssef Zalal,Peter Barrett,"August 08, 2020","Las Vegas, Nevada, USA",Mark Smith,1,0,54,23,3,0,3,0,win,Youssef Zalal,Featherweight,U-DEC,3,5:00
Irwin Rivera,Ali AlQaisi,"August 08, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,36,44,2,2,0,1,win,Irwin Rivera,Bantamweight,S-DEC,3,5:00
Derek Brunson,Edmen Shahbazyan,"August 01, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,88,35,4,0,0,0,win,Derek Brunson,Middleweight,KO/TKO Punches,3,0:26
Jennifer Maia,Joanne Wood,"August 01, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,20,26,0,1,1,0,win,Jennifer Maia,Women's Flyweight,SUB Armbar,1,4:29
Vicente Luque,Randy Brown,"August 01, 2020","Las Vegas, Nevada, USA",Mark Smith,2,0,64,61,0,1,0,0,win,Vicente Luque,Welterweight,KO/TKO Knee,2,4:56
King Green,Lando Vannata,"August 01, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,115,54,3,1,0,0,win,King Green,Lightweight,U-DEC,3,5:00
Jonathan Martinez,Frankie Saenz,"August 01, 2020","Las Vegas, Nevada, USA",Chris Tognoni,3,0,79,39,1,1,0,0,win,Jonathan Martinez,Bantamweight,KO/TKO Knee,3,0:57
Nate Maness,Johnny Munoz,"August 01, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,21,49,1,2,0,1,win,Nate Maness,Featherweight,U-DEC,3,5:00
Jamall Emmers,Vince Cachero,"August 01, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,103,76,5,0,0,0,win,Jamall Emmers,Featherweight,U-DEC,3,5:00
Chris Gutierrez,Cody Durden,"August 01, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,66,36,1,2,1,1,"draw


draw",Cody Durden,Bantamweight,U-DEC,3,5:00
Robert Whittaker,Darren Till,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,1,0,69,41,2,0,0,0,win,Robert Whittaker,Middleweight,U-DEC,5,5:00
Mauricio Rua,Rogerio Nogueira,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,54,46,2,0,0,0,win,Mauricio Rua,Light Heavyweight,S-DEC,3,5:00
Fabricio Werdum,Alexander Gustafsson,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,4,11,1,0,1,0,win,Fabricio Werdum,Heavyweight,SUB Armbar,1,2:30
Carla Esparza,Marina Rodriguez,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,33,40,5,0,1,0,win,Carla Esparza,Women's Strawweight,S-DEC,3,5:00
Paul Craig,Gadzhimurad Antigulov,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,2,11,0,1,1,0,win,Paul Craig,Light Heavyweight,SUB Triangle Choke,1,2:06
Alex Oliveira,Peter Sobotta,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,1,0,45,29,0,0,0,0,win,Alex Oliveira,Welterweight,U-DEC,3,5:00
Khamzat Chimaev,Rhys McKee,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,40,0,1,0,1,0,win,Khamzat Chimaev,Welterweight,KO/TKO Punches,1,3:09
Francisco Trinaldo,Jai Herbert,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,1,1,30,21,2,0,2,0,win,Francisco Trinaldo,Lightweight,KO/TKO Punch,3,1:30
Nicolas Dalby,Jesse Ronson,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,1,20,30,0,0,0,1,"nc


nc",Jesse Ronson,Welterweight,Overturned Rear Naked Choke,1,2:48
Tom Aspinall,Jake Collier,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,1,0,10,3,0,0,0,0,win,Tom Aspinall,Heavyweight,KO/TKO Punches,1,0:45
Movsar Evloev,Mike Grundy,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,79,20,0,6,0,1,win,Movsar Evloev,Featherweight,U-DEC,3,5:00
Tanner Boser,Raphael Pessoa,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,43,12,0,0,0,0,win,Tanner Boser,Heavyweight,KO/TKO Punch,2,2:36
Pannie Kianzad,Bethe Correia,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,103,56,0,1,0,0,win,Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00
Ramazan Emeev,Niklas Stolze,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,29,30,4,1,2,0,win,Ramazan Emeev,Welterweight,U-DEC,3,5:00
Nathaniel Wood,John Castaneda,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,131,55,1,0,0,0,win,Nathaniel Wood,Bantamweight,U-DEC,3,5:00
Deiveson Figueiredo,Joseph Benavidez,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,2,0,35,18,0,0,4,0,win,Deiveson Figueiredo,Flyweight,SUB Rear Naked Choke,1,4:48
Jack Hermansson,Kelvin Gastelum,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,2,0,0,1,1,0,win,Jack Hermansson,Middleweight,SUB Heel Hook,1,1:18
Rafael Fiziev,Marc Diakiese,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,78,68,1,0,0,0,win,Rafael Fiziev,Lightweight,U-DEC,3,5:00
Ariane da Silva,Luana Carolina,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,3,2,0,0,1,1,win,Ariane da Silva,Women's Flyweight,SUB Kneebar,1,1:28
Askar Askarov,Alexandre Pantoja,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,41,32,2,1,0,0,win,Askar Askarov,Flyweight,U-DEC,3,5:00
Roman Dolidze,Khadis Ibragimov,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,1,0,19,4,0,0,0,0,win,Roman Dolidze,Light Heavyweight,KO/TKO Knee,1,4:15
Grant Dawson,Nad Narimani,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,53,31,2,0,1,0,win,Grant Dawson,Catch Weight,U-DEC,3,5:00
Joel Alvarez,Joe Duffy,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,18,14,0,1,1,0,win,Joel Alvarez,Lightweight,SUB Guillotine Choke,1,2:25
Brett Johns,Montel Jackson,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,1,11,26,8,2,1,0,win,Brett Johns,Bantamweight,U-DEC,3,5:00
Amir Albazi,Malcolm Gordon,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,12,3,1,0,1,0,win,Amir Albazi,Bantamweight,SUB Triangle Choke,1,4:42
Arman Tsarukyan,Davi Ramos,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,91,33,1,0,0,0,win,Arman Tsarukyan,Lightweight,U-DEC,3,5:00
Serghei Spivac,Carlos Felipe,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,73,44,3,0,0,0,win,Serghei Spivac,Heavyweight,M-DEC,3,5:00
Calvin Kattar,Dan Ige,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,105,84,1,0,0,0,win,Calvin Kattar,Featherweight,U-DEC,5,5:00
Tim Elliott,Ryan Benoit,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,67,55,1,1,2,2,win,Tim Elliott,Flyweight,U-DEC,3,5:00
Jimmie Rivera,Cody Stamann,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,48,26,2,1,1,0,win,Jimmie Rivera,Featherweight,U-DEC,3,5:00
Taila Santos,Molly McCann,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,57,48,5,0,1,0,win,Taila Santos,Women's Flyweight,U-DEC,3,5:00
Mounir Lazzez,Abdul Razak Alhassan,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,98,67,4,1,0,0,win,Mounir Lazzez,Welterweight,U-DEC,3,5:00
Khamzat Chimaev,John Phillips,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,43,1,2,0,1,0,win,Khamzat Chimaev,Middleweight,SUB D'Arce Choke,2,1:12
Lerone Murphy,Ricardo Ramos,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,22,10,1,0,0,0,win,Lerone Murphy,Featherweight,KO/TKO Punches,1,4:18
Modestas Bukauskas,Andreas Michailidis,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,18,23,0,0,0,0,win,Modestas Bukauskas,Light Heavyweight,KO/TKO,1,5:00
Jared Gordon,Chris Fishgold,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,44,20,3,0,0,1,win,Jared Gordon,Featherweight,U-DEC,3,5:00
Liana Jojua,Diana Belbita,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,2,5,0,1,3,0,win,Liana Jojua,Women's Flyweight,SUB Armbar,1,2:43
Jack Shore,Aaron Phillips,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,29,6,3,0,1,0,win,Jack Shore,Bantamweight,SUB Rear Naked Choke,2,2:29
Kamaru Usman,Jorge Masvidal,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,94,66,5,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,5,5:00
Alexander Volkanovski,Max Holloway,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,137,102,3,0,0,0,win,Alexander Volkanovski,Featherweight,S-DEC,5,5:00
Petr Yan,Jose Aldo,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Leon Roberts,1,0,194,83,1,0,0,0,win,Petr Yan,Bantamweight,KO/TKO Punches,5,3:24
Rose Namajunas,Jessica Andrade,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,82,71,0,1,0,0,win,Rose Namajunas,Women's Strawweight,S-DEC,3,5:00
Amanda Ribas,Paige VanZant,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,0,0,6,3,1,0,1,0,win,Amanda Ribas,Women's Flyweight,SUB Armbar,1,2:21
Jiri Prochazka,Volkan Oezdemir,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,33,41,0,0,0,0,win,Jiri Prochazka,Light Heavyweight,KO/TKO Punch,2,0:49
Muslim Salikhov,Elizeu Zaleski dos Santos,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,40,46,0,0,0,0,win,Muslim Salikhov,Welterweight,S-DEC,3,5:00
Makwan Amirkhani,Danny Henry,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Leon Roberts,0,0,2,6,1,0,1,0,win,Makwan Amirkhani,Featherweight,SUB Anaconda Choke,1,3:15
Leonardo Santos,Roman Bogatov,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,66,50,1,1,0,0,win,Leonardo Santos,Lightweight,U-DEC,3,5:00
Marcin Tybura,Maxim Grishin,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Herb Dean,0,0,24,18,3,0,0,0,win,Marcin Tybura,Heavyweight,U-DEC,3,5:00
Raulian Paiva,Zhalgas Zhumagulov,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Leon Roberts,0,0,52,66,0,2,0,0,win,Raulian Paiva,Flyweight,U-DEC,3,5:00
Karol Rosa,Vanessa Melo,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,120,45,2,0,0,0,win,Karol Rosa,Women's Bantamweight,U-DEC,3,5:00
Davey Grant,Martin Day,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Rich Mitchell,1,1,74,62,2,0,1,0,win,Davey Grant,Bantamweight,KO/TKO Punch,3,2:38
Dustin Poirier,Dan Hooker,"June 27, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,153,155,1,4,4,0,win,Dustin Poirier,Lightweight,U-DEC,5,5:00
Mike Perry,Mickey Gall,"June 27, 2020","Las Vegas, Nevada, USA",Keith Peterson,1,0,76,55,1,0,0,0,win,Mike Perry,Welterweight,U-DEC,3,5:00
Maurice Greene,Gian Villante,"June 27, 2020","Las Vegas, Nevada, USA",Mark Smith,0,1,63,72,0,0,1,0,win,Maurice Greene,Heavyweight,SUB Arm Triangle,3,3:44
Brendan Allen,Kyle Daukaus,"June 27, 2020","Las Vegas, Nevada, USA",Chris Tognoni,1,0,41,34,0,3,0,0,win,Brendan Allen,Middleweight,U-DEC,3,5:00
Takashi Sato,Jason Witt,"June 27, 2020","Las Vegas, Nevada, USA",Chris Tognoni,1,0,18,2,0,0,0,0,win,Takashi Sato,Welterweight,KO/TKO Punches,1,0:48
Julian Erosa,Sean Woodson,"June 27, 2020","Las Vegas, Nevada, USA",Keith Peterson,0,1,103,106,3,0,1,0,win,Julian Erosa,Catch Weight,SUB D'Arce Choke,3,2:44
Khama Worthy,Luis Pena,"June 27, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,55,38,0,3,1,3,win,Khama Worthy,Lightweight,SUB Guillotine Choke,3,2:53
Tanner Boser,Philipe Lins,"June 27, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,15,6,0,0,0,0,win,Tanner Boser,Heavyweight,KO/TKO Punches,1,2:41
Kay Hansen,Jinh Yu Frey,"June 27, 2020","Las Vegas, Nevada, USA",Keith Peterson,0,0,31,26,2,0,1,0,win,Kay Hansen,Women's Strawweight,SUB Armbar,3,2:26
Youssef Zalal,Jordan Griffin,"June 27, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,59,28,0,2,0,0,win,Youssef Zalal,Featherweight,U-DEC,3,5:00
Curtis Blaydes,Alexander Volkov,"June 20, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,69,31,14,1,0,0,win,Curtis Blaydes,Heavyweight,U-DEC,5,5:00
Josh Emmett,Shane Burgos,"June 20, 2020","Las Vegas, Nevada, USA",Jason Herzog,2,0,127,128,1,0,0,0,win,Josh Emmett,Featherweight,U-DEC,3,5:00
Raquel Pennington,Marion Reneau,"June 20, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,107,46,1,2,0,0,win,Raquel Pennington,Women's Bantamweight,U-DEC,3,5:00
Belal Muhammad,Lyman Good,"June 20, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,82,81,2,0,0,0,win,Belal Muhammad,Welterweight,U-DEC,3,5:00
Jim Miller,Roosevelt Roberts,"June 20, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,2,1,0,0,1,0,win,Jim Miller,Catch Weight,SUB Armbar,1,2:25
King Green,Clay Guida,"June 20, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,85,23,2,3,2,0,win,King Green,Lightweight,U-DEC,3,5:00
Tecia Pennington,Brianna Fortino,"June 20, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,74,34,0,2,0,0,win,Tecia Pennington,Women's Strawweight,U-DEC,3,5:00
Marc-Andre Barriault,Oskar Piechota,"June 20, 2020","Las Vegas, Nevada, USA",Chris Tognoni,1,0,74,37,1,0,0,0,"nc


nc",Oskar Piechota,Middleweight,Overturned Punches,2,4:50
Gillian Robertson,Cortney Casey,"June 20, 2020","Las Vegas, Nevada, USA",Jason Herzog,0,0,21,22,3,0,1,0,win,Gillian Robertson,Women's Flyweight,SUB Rear Naked Choke,3,4:36
Justin Jaynes,Frank Camacho,"June 20, 2020","Las Vegas, Nevada, USA",Herb Dean,1,0,16,4,0,0,0,0,win,Justin Jaynes,Lightweight,KO/TKO Punches,1,0:41
Lauren Murphy,Roxanne Modafferi,"June 20, 2020","Las Vegas, Nevada, USA",Chris Tognoni,0,0,72,44,2,0,0,0,win,Lauren Murphy,Women's Flyweight,U-DEC,3,5:00
Austin Hubbard,Max Rohskopf,"June 20, 2020","Las Vegas, Nevada, USA",Mark Smith,0,0,58,17,0,2,0,1,win,Austin Hubbard,Lightweight,KO/TKO,2,5:00
Cynthia Calvillo,Jessica Eye,"June 13, 2020","Las Vegas, Nevada, USA",Herb Dean,0,0,113,70,4,0,0,0,win,Cynthia Calvillo,Women's Flyweight,U-DEC,5,5:00
Marvin Vettori,Karl Roberson,"June 13, 2020","Las Vegas, Nevada, USA",Dan Miragliotta,0,0,45,4,2,0,2,0,win,Marvin Vettori,Middleweight,SUB Rear Naked Choke,1,4:17
